,State,Electoral_Votes,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-08-13 11:02:16.922366,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:02:29.708806,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:02:42.855530,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:02:55.419706,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:03:11.296056,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:03:24.332159,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:03:40.228270,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:04:15.887755,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:04:30.205869,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
2024-08-13 11:04:46.843257,Arizona,11,Biden,49.4,1672143,Trump,49.0,1661686,99
