,State,Electoral_Votes,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-08-13 11:02:16.922366,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:02:29.708806,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:02:42.855530,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:02:55.419706,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:03:11.296056,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:03:24.332159,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:03:40.228270,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:04:15.887755,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:04:30.205869,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
2024-08-13 11:04:46.843257,Kentucky,8,Trump,62.1,1326646,Biden,36.1,772474,99
