,State,Electoral_Votes,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-08-13 11:02:16.922366,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:02:29.708806,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:02:42.855530,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:02:55.419706,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:03:11.296056,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:03:24.332159,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:03:40.228270,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:04:15.887755,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:04:30.205869,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
2024-08-13 11:04:46.843257,Washington,12,Biden,58.0,2369612,Trump,38.8,1584651,99
