,State,Electoral_Votes,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-08-13 11:02:16.922366,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:02:29.708806,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:02:42.855530,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:02:55.419706,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:03:11.296056,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:03:24.332159,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:03:40.228270,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:04:15.887755,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:04:30.205869,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
2024-08-13 11:04:46.843257,Kansas,6,Trump,56.1,771406,Biden,41.5,570323,99
