,State,Electoral_Votes,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-08-13 11:02:16.922366,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:02:29.708806,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:02:42.855530,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:02:55.419706,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:03:11.296056,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:03:24.332159,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:03:40.228270,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:04:15.887755,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:04:30.205869,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
2024-08-13 11:04:46.843257,Indiana,11,Trump,57.0,1729857,Biden,41.0,1242498,99
