,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:03:15.426455,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:20.128171,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:23.087853,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:27.293041,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:31.397967,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:35.640906,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:39.711491,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:44.139268,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:48.299662,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:52.532457,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:55.580675,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:03:59.920194,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:04.019854,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:08.325875,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:11.271065,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:15.354209,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:19.730840,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:24.136527,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:27.309837,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:32.101898,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:36.109702,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:39.253942,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:42.900803,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:47.786917,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:50.836663,Trump,66.0,2433,Harris,32.0,1182,100
2024-10-07 13:04:55.511884,Trump,66.0,2433,Harris,32.0,1182,100
