,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:03:15.505646,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:20.188949,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:23.169437,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:27.345284,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:31.437762,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:35.684417,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:39.771391,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:44.181693,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:48.342413,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:52.578799,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:55.653921,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:03:59.973152,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:04.070550,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:08.376172,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:11.352339,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:15.420119,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:19.793668,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:24.183469,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:27.362868,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:32.143140,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:36.176567,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:39.305268,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:42.968598,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:47.835923,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:50.902800,Trump,63.9,91527,Harris,34.6,49602,100
2024-10-07 13:04:55.577364,Trump,63.9,91527,Harris,34.6,49602,100
