,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.326180,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:17:06.759475,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:17:16.441744,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:17:25.999984,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:17:34.809527,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:17:44.042220,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:17:52.767282,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:18:01.628807,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:18:10.683192,Trump,68.5,28952,Harris,30.0,12677,100
2024-10-07 13:18:19.642302,Trump,68.5,28952,Harris,30.0,12677,100
