,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.413015,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:17:06.826284,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:17:16.508272,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:17:26.073885,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:17:34.859241,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:17:44.107733,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:17:52.825634,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:18:01.688306,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:18:10.745236,Trump,61.5,146733,Harris,36.9,88114,100
2024-10-07 13:18:19.703227,Trump,61.5,146733,Harris,36.9,88114,100
