,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.126725,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:17:06.592984,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:17:16.264115,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:17:25.814331,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:17:34.625736,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:17:43.857883,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:17:52.600883,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:18:01.440904,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:18:10.507515,Trump,58.2,54759,Harris,40.5,38122,100
2024-10-07 13:18:19.471149,Trump,58.2,54759,Harris,40.5,38122,100
