,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.276814,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:17:06.709449,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:17:16.391411,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:17:25.942317,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:17:34.768391,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:17:43.992481,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:17:52.727035,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:18:01.586198,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:18:10.637848,Trump,64.2,29597,Harris,34.7,15978,100
2024-10-07 13:18:19.598745,Trump,64.2,29597,Harris,34.7,15978,100
