,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.243028,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:17:06.676232,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:17:16.364050,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:17:25.911877,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:17:34.740857,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:17:43.974126,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:17:52.702050,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:18:01.559115,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:18:10.608627,Trump,71.2,12579,Harris,27.8,4911,100
2024-10-07 13:18:19.572083,Trump,71.2,12579,Harris,27.8,4911,100
