,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.255041,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:17:06.697244,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:17:16.374897,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:17:25.931328,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:17:34.742828,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:17:43.983625,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:17:52.708794,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:18:01.559115,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:18:10.608627,Trump,68.2,28089,Harris,30.7,12634,100
2024-10-07 13:18:19.581082,Trump,68.2,28089,Harris,30.7,12634,100
