,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.259811,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:17:06.700242,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:17:16.374897,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:17:25.934329,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:17:34.742828,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:17:43.985625,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:17:52.708794,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:18:01.559115,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:18:10.625850,Trump,78.7,17960,Harris,19.8,4527,100
2024-10-07 13:18:19.585184,Trump,78.7,17960,Harris,19.8,4527,100
