,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.393763,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:17:06.820595,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:17:16.492600,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:17:26.056868,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:17:34.854900,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:17:44.096724,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:17:52.808863,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:18:01.676801,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:18:10.732124,Trump,60.8,72080,Harris,38.1,45088,100
2024-10-07 13:18:19.689236,Trump,60.8,72080,Harris,38.1,45088,100
