,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.393763,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:17:06.824597,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:17:16.492600,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:17:26.058866,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:17:34.857901,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:17:44.099725,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:17:52.808863,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:18:01.679803,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:18:10.736237,Trump,66.3,18637,Harris,32.7,9191,100
2024-10-07 13:18:19.693237,Trump,66.3,18637,Harris,32.7,9191,100
